,student_id,name,age,gender,course,enrollment_date,final_grade,is_intern
790,S0791,Student_791,40,Female,Cloud Computing,2023-02-20,79,Yes
791,S0792,Student_792,27,Female,Cloud Computing,2023-05-19,100,No
792,S0793,Student_793,36,Female,Data Engineering,2023-06-21,67,Yes
793,S0794,Student_794,22,Male,Data Engineering,2023-07-27,60,Yes
794,S0795,Student_795,25,Female,Cloud Computing,2023-04-13,93,Yes
795,S0796,Student_796,21,Male,Data Engineering,2023-03-04,83,Yes
796,S0797,Student_797,34,Male,Data Science,2023-12-05,51,Yes
797,S0798,Student_798,30,Female,Data Engineering,2023-09-11,88,No
798,S0799,Student_799,23,Male,Data Science,2023-11-15,69,Yes
799,S0800,Student_800,38,Male,Cloud Computing,2023-12-08,79,Yes
800,S0801,Student_801,31,Female,Data Science,2023-08-14,56,Yes
801,S0802,Student_802,34,Female,Cloud Computing,2023-03-31,55,No
802,S0803,Student_803,31,Male,Cloud Computing,2023-01-02,54,No
803,S0804,Student_804,36,Female,Cloud Computing,2023-05-19,52,No
804,S0805,Student_805,37,Male,Data Engineering,2023-05-01,90,No
805,S0806,Student_806,35,Female,AI Fundamentals,2023-01-14,90,Yes
806,S0807,Student_807,25,Female,AI Fundamentals,2023-06-29,66,Yes
807,S0808,Student_808,44,Female,Data Science,2023-11-19,57,Yes
808,S0809,Student_809,35,Male,AI Fundamentals,2023-07-30,90,No
809,S0810,Student_810,32,Male,Cloud Computing,2023-08-01,74,Yes
810,S0811,Student_811,21,Male,AI Fundamentals,2023-05-16,73,Yes
811,S0812,Student_812,28,Female,Data Science,2023-10-24,72,Yes
812,S0813,Student_813,38,Male,Cloud Computing,2023-11-09,91,No
813,S0814,Student_814,28,Female,Data Engineering,2023-12-08,56,No
814,S0815,Student_815,19,Female,Cloud Computing,2023-02-07,64,Yes
815,S0816,Student_816,41,Male,Cloud Computing,2023-07-31,89,No
816,S0817,Student_817,38,Female,Data Science,2023-07-03,74,No
817,S0818,Student_818,34,Male,Data Engineering,2023-01-01,81,Yes
818,S0819,Student_819,28,Female,Cloud Computing,2023-08-02,70,No
819,S0820,Student_820,36,Male,Data Engineering,2023-08-28,68,Yes
820,S0821,Student_821,44,Female,Cloud Computing,2023-06-15,85,No
821,S0822,Student_822,41,Female,Cloud Computing,2023-06-24,82,No
822,S0823,Student_823,38,Male,Data Science,2023-08-21,70,No
823,S0824,Student_824,34,Male,Cloud Computing,2023-12-15,74,Yes
824,S0825,Student_825,20,Female,Cloud Computing,2023-03-05,82,No
825,S0826,Student_826,24,Male,Cloud Computing,2023-02-27,77,Yes
826,S0827,Student_827,27,Female,AI Fundamentals,2023-04-11,94,Yes
827,S0828,Student_828,20,Female,Data Engineering,2023-02-09,86,No
828,S0829,Student_829,38,Female,Data Science,2023-07-13,68,No
829,S0830,Student_830,30,Female,Data Science,2023-07-09,72,Yes
830,S0831,Student_831,27,Female,Data Science,2023-07-17,84,No
831,S0832,Student_832,43,Male,Cloud Computing,2023-12-14,81,Yes
832,S0833,Student_833,39,Male,Data Engineering,2023-12-18,100,Yes
833,S0834,Student_834,22,Male,AI Fundamentals,2023-03-15,68,Yes
834,S0835,Student_835,44,Female,AI Fundamentals,2023-07-01,64,No
835,S0836,Student_836,22,Male,Data Science,2023-01-08,57,No
836,S0837,Student_837,27,Male,Data Engineering,2023-12-22,61,No
837,S0838,Student_838,28,Male,AI Fundamentals,2023-07-17,60,No
838,S0839,Student_839,30,Female,Data Science,2023-06-19,88,No
839,S0840,Student_840,26,Male,AI Fundamentals,2023-10-12,91,Yes
840,S0841,Student_841,19,Male,AI Fundamentals,2023-09-04,72,Yes
841,S0842,Student_842,23,Male,Data Engineering,2023-12-08,50,No
842,S0843,Student_843,25,Female,Data Science,2023-09-25,84,Yes
843,S0844,Student_844,18,Male,AI Fundamentals,2023-01-04,67,Yes
844,S0845,Student_845,44,Female,Cloud Computing,2023-10-02,92,Yes
845,S0846,Student_846,19,Female,Cloud Computing,2023-02-16,56,Yes
846,S0847,Student_847,44,Male,AI Fundamentals,2023-12-28,53,No
847,S0848,Student_848,21,Female,Data Engineering,2023-05-26,90,No
848,S0849,Student_849,43,Male,Data Engineering,2023-04-22,77,No
849,S0850,Student_850,36,Female,AI Fundamentals,2023-06-05,62,Yes
850,S0851,Student_851,42,Male,Data Engineering,2023-02-24,89,No
851,S0852,Student_852,36,Male,Data Engineering,2023-04-22,71,No
852,S0853,Student_853,38,Female,Cloud Computing,2023-07-21,75,Yes
853,S0854,Student_854,26,Male,Data Science,2023-07-19,50,Yes
854,S0855,Student_855,36,Female,Data Science,2023-03-13,93,Yes
855,S0856,Student_856,43,Male,AI Fundamentals,2023-12-24,84,No
856,S0857,Student_857,42,Female,AI Fundamentals,2023-04-21,51,Yes
857,S0858,Student_858,25,Female,AI Fundamentals,2023-06-24,98,Yes
858,S0859,Student_859,28,Female,Cloud Computing,2023-06-12,93,No
859,S0860,Student_860,42,Female,Cloud Computing,2023-06-11,87,Yes
860,S0861,Student_861,36,Female,Data Engineering,2023-03-16,96,Yes
861,S0862,Student_862,21,Male,Cloud Computing,2023-11-22,93,No
862,S0863,Student_863,30,Male,Data Science,2023-10-30,75,Yes
863,S0864,Student_864,37,Female,Cloud Computing,2023-07-31,73,Yes
864,S0865,Student_865,31,Male,AI Fundamentals,2023-08-12,92,No
865,S0866,Student_866,40,Male,Data Science,2023-06-25,54,Yes
866,S0867,Student_867,18,Female,Data Engineering,2023-04-15,57,No
867,S0868,Student_868,28,Female,Data Science,2023-07-11,79,Yes
868,S0869,Student_869,21,Female,Cloud Computing,2023-04-30,51,No
869,S0870,Student_870,24,Female,Cloud Computing,2023-10-29,73,Yes
870,S0871,Student_871,21,Male,Data Engineering,2023-07-03,73,Yes
871,S0872,Student_872,43,Male,AI Fundamentals,2023-04-21,74,Yes
872,S0873,Student_873,24,Female,Data Engineering,2023-11-17,75,No
873,S0874,Student_874,37,Male,Data Engineering,2023-12-24,55,Yes
874,S0875,Student_875,20,Male,Data Engineering,2023-05-31,72,Yes
875,S0876,Student_876,36,Female,Data Engineering,2023-01-06,99,No
876,S0877,Student_877,36,Male,Cloud Computing,2023-02-05,66,No
877,S0878,Student_878,24,Male,AI Fundamentals,2023-10-19,81,Yes
878,S0879,Student_879,38,Female,Data Science,2023-05-05,98,Yes
879,S0880,Student_880,29,Male,AI Fundamentals,2023-04-15,50,No
880,S0881,Student_881,40,Male,AI Fundamentals,2023-07-15,100,Yes
881,S0882,Student_882,18,Male,Data Engineering,2023-06-06,53,No
882,S0883,Student_883,22,Female,AI Fundamentals,2023-04-02,83,No
883,S0884,Student_884,31,Female,Data Engineering,2023-09-09,81,Yes
884,S0885,Student_885,27,Male,Data Science,2023-05-18,56,No
885,S0886,Student_886,20,Female,Data Engineering,2023-10-27,50,Yes
886,S0887,Student_887,19,Male,Data Science,2023-05-12,58,Yes
887,S0888,Student_888,30,Female,AI Fundamentals,2023-04-18,74,Yes
888,S0889,Student_889,33,Male,Data Engineering,2023-04-17,56,Yes
889,S0890,Student_890,40,Female,Cloud Computing,2023-08-23,61,Yes
890,S0891,Student_891,19,Male,Data Science,2023-05-13,54,Yes
891,S0892,Student_892,41,Male,AI Fundamentals,2023-06-07,87,No
892,S0893,Student_893,30,Female,Data Science,2023-11-13,57,No
893,S0894,Student_894,23,Male,Data Engineering,2023-01-03,75,Yes
894,S0895,Student_895,24,Male,Cloud Computing,2023-03-11,92,No
895,S0896,Student_896,19,Female,Data Science,2023-02-17,55,Yes
896,S0897,Student_897,28,Female,Data Science,2023-07-24,87,Yes
897,S0898,Student_898,24,Male,Data Science,2023-05-26,54,No
898,S0899,Student_899,24,Male,AI Fundamentals,2023-03-21,92,Yes
899,S0900,Student_900,24,Male,Cloud Computing,2023-07-04,62,No
900,S0901,Student_901,24,Female,Cloud Computing,2023-02-11,66,Yes
901,S0902,Student_902,29,Female,Cloud Computing,2023-08-02,55,Yes
902,S0903,Student_903,36,Male,Data Science,2023-04-15,63,No
903,S0904,Student_904,39,Male,Data Science,2023-01-04,61,Yes
904,S0905,Student_905,36,Male,Data Science,2023-07-08,72,Yes
905,S0906,Student_906,36,Male,Data Science,2023-10-30,92,No
906,S0907,Student_907,37,Female,Data Engineering,2023-06-09,89,Yes
907,S0908,Student_908,20,Male,Data Engineering,2023-11-04,50,No
908,S0909,Student_909,30,Male,AI Fundamentals,2023-04-08,74,No
909,S0910,Student_910,27,Female,Data Science,2023-06-25,98,No
910,S0911,Student_911,37,Female,AI Fundamentals,2023-09-25,77,Yes
911,S0912,Student_912,26,Female,Cloud Computing,2023-12-26,80,No
912,S0913,Student_913,23,Female,Data Science,2023-11-15,74,Yes
913,S0914,Student_914,38,Male,Data Engineering,2023-05-17,78,No
914,S0915,Student_915,39,Male,Data Science,2023-07-10,74,Yes
915,S0916,Student_916,29,Female,Cloud Computing,2023-05-12,80,No
916,S0917,Student_917,19,Female,AI Fundamentals,2023-04-18,96,Yes
917,S0918,Student_918,29,Male,Data Science,2023-11-07,82,Yes
918,S0919,Student_919,33,Male,Data Engineering,2023-08-20,96,No
919,S0920,Student_920,30,Male,Cloud Computing,2023-06-19,85,Yes
920,S0921,Student_921,33,Female,Cloud Computing,2023-11-07,72,Yes
921,S0922,Student_922,30,Female,AI Fundamentals,2023-10-09,97,No
922,S0923,Student_923,39,Female,Data Science,2023-03-13,58,No
923,S0924,Student_924,42,Male,Data Engineering,2023-08-21,53,No
924,S0925,Student_925,36,Male,Data Science,2023-12-16,86,Yes
925,S0926,Student_926,43,Male,Data Engineering,2023-09-12,64,No
926,S0927,Student_927,31,Female,AI Fundamentals,2023-02-08,86,Yes
927,S0928,Student_928,30,Female,Cloud Computing,2023-09-21,67,No
928,S0929,Student_929,27,Male,AI Fundamentals,2023-08-05,69,No
929,S0930,Student_930,39,Male,Cloud Computing,2023-10-13,74,No
930,S0931,Student_931,24,Female,Data Science,2023-11-04,74,No
931,S0932,Student_932,22,Female,Cloud Computing,2023-07-04,85,Yes
932,S0933,Student_933,34,Female,Data Engineering,2023-10-27,100,No
933,S0934,Student_934,26,Male,AI Fundamentals,2023-11-01,51,Yes
934,S0935,Student_935,44,Male,Cloud Computing,2023-07-26,62,No
935,S0936,Student_936,23,Female,Cloud Computing,2023-12-29,70,Yes
936,S0937,Student_937,33,Male,Data Science,2023-07-28,57,No
937,S0938,Student_938,23,Female,Data Science,2023-08-28,72,Yes
938,S0939,Student_939,23,Male,Data Science,2023-05-10,94,No
939,S0940,Student_940,35,Male,Data Engineering,2023-12-29,65,Yes
940,S0941,Student_941,18,Male,Data Science,2023-02-23,82,Yes
941,S0942,Student_942,34,Female,Cloud Computing,2023-09-01,83,Yes
942,S0943,Student_943,34,Male,Data Engineering,2023-02-26,63,Yes
943,S0944,Student_944,18,Female,Data Science,2023-05-24,51,Yes
944,S0945,Student_945,28,Male,Cloud Computing,2023-12-03,53,Yes
945,S0946,Student_946,30,Female,Data Engineering,2023-07-20,89,No
946,S0947,Student_947,18,Female,Cloud Computing,2023-12-28,86,No
947,S0948,Student_948,44,Female,Data Science,2023-05-29,88,Yes
948,S0949,Student_949,25,Female,Data Science,2023-07-09,77,No
949,S0950,Student_950,40,Female,Data Engineering,2023-07-11,84,No
950,S0951,Student_951,37,Male,AI Fundamentals,2023-11-07,95,No
951,S0952,Student_952,23,Male,Cloud Computing,2023-05-09,88,No
952,S0953,Student_953,22,Female,Cloud Computing,2023-05-04,97,Yes
953,S0954,Student_954,37,Female,AI Fundamentals,2023-11-02,75,No
954,S0955,Student_955,22,Female,AI Fundamentals,2023-07-18,66,No
955,S0956,Student_956,23,Male,Cloud Computing,2023-10-14,98,Yes
956,S0957,Student_957,30,Female,Data Engineering,2023-09-27,100,No
957,S0958,Student_958,44,Male,AI Fundamentals,2023-10-04,59,Yes
958,S0959,Student_959,35,Female,Data Science,2023-11-28,75,Yes
959,S0960,Student_960,37,Male,Data Engineering,2023-09-25,50,Yes
960,S0961,Student_961,30,Female,AI Fundamentals,2023-05-14,65,Yes
961,S0962,Student_962,24,Male,Data Science,2023-05-25,66,No
962,S0963,Student_963,25,Male,Data Science,2023-07-10,92,Yes
963,S0964,Student_964,38,Female,Cloud Computing,2023-01-28,86,No
964,S0965,Student_965,34,Female,Data Engineering,2023-12-31,57,No
965,S0966,Student_966,18,Female,AI Fundamentals,2023-09-04,73,No
966,S0967,Student_967,41,Female,Data Science,2023-02-12,99,Yes
967,S0968,Student_968,33,Male,Cloud Computing,2023-05-13,90,No
968,S0969,Student_969,28,Male,AI Fundamentals,2023-08-22,88,Yes
969,S0970,Student_970,21,Male,Data Science,2023-06-17,95,No
970,S0971,Student_971,21,Male,Cloud Computing,2023-02-07,87,Yes
971,S0972,Student_972,34,Male,Data Science,2023-01-07,99,Yes
972,S0973,Student_973,34,Male,Cloud Computing,2023-09-01,87,Yes
973,S0974,Student_974,27,Female,Cloud Computing,2023-04-04,54,Yes
974,S0975,Student_975,38,Male,Data Engineering,2023-11-11,84,No
975,S0976,Student_976,38,Male,AI Fundamentals,2023-03-18,72,No
976,S0977,Student_977,23,Male,Cloud Computing,2023-03-06,99,Yes
977,S0978,Student_978,42,Female,Data Science,2023-02-20,80,No
978,S0979,Student_979,42,Male,AI Fundamentals,2023-06-27,83,Yes
979,S0980,Student_980,34,Female,AI Fundamentals,2023-04-19,77,No
980,S0981,Student_981,35,Male,AI Fundamentals,2023-08-29,57,No
981,S0982,Student_982,39,Male,Data Engineering,2023-02-20,63,Yes
982,S0983,Student_983,43,Female,Cloud Computing,2023-10-10,75,No
983,S0984,Student_984,27,Male,Cloud Computing,2023-06-18,87,Yes
984,S0985,Student_985,30,Male,Cloud Computing,2023-11-14,81,Yes
985,S0986,Student_986,33,Female,Cloud Computing,2023-06-26,86,No
986,S0987,Student_987,24,Female,Data Science,2023-05-31,99,Yes
987,S0988,Student_988,32,Male,Cloud Computing,2023-09-28,97,Yes
988,S0989,Student_989,19,Male,AI Fundamentals,2023-11-16,89,Yes
989,S0990,Student_990,22,Female,Cloud Computing,2023-12-08,58,Yes
990,S0991,Student_991,34,Female,Cloud Computing,2023-02-22,68,No
991,S0992,Student_992,22,Female,Cloud Computing,2023-02-06,70,No
992,S0993,Student_993,25,Female,Cloud Computing,2023-07-18,75,No
993,S0994,Student_994,41,Male,Data Engineering,2023-08-23,89,No
994,S0995,Student_995,32,Male,AI Fundamentals,2023-02-08,79,No
995,S0996,Student_996,25,Female,Data Engineering,2023-05-25,52,Yes
996,S0997,Student_997,40,Male,AI Fundamentals,2023-08-15,90,No
997,S0998,Student_998,20,Female,Cloud Computing,2023-04-22,100,No
998,S0999,Student_999,40,Female,Cloud Computing,2023-07-04,67,No
999,S1000,Student_1000,34,Male,AI Fundamentals,2023-09-09,90,Yes
